10.38.32.1	00:1b:17:00:0b:27	Palo Alto Networks
10.38.50.64	70:56:81:a4:11:2f	Apple Inc
10.38.50.74	4c:7c:5f:24:20:c8	(Unknown)
10.38.50.194	ac:e0:10:bb:64:80	(Unknown)
10.38.50.143	f4:06:69:8e:3b:8b	(Unknown)
10.38.50.46	c0:cc:f8:5e:12:0b	(Unknown)
10.38.49.61	00:ee:bd:8a:d5:15	(Unknown)
10.38.49.124	b4:ce:f6:9d:f9:5d	(Unknown)
10.38.50.173	48:e9:f1:c4:3b:82	(Unknown)
10.38.50.148	e8:3a:12:5a:60:13	(Unknown)
10.38.50.153	1c:99:4c:34:59:2b	Murata Manufactuaring Co.,Ltd. (DUP: 2)
10.38.50.193	5c:51:88:24:ed:4b	(Unknown)
10.38.50.79	78:4b:87:e8:2b:7b	(Unknown)
10.38.50.101	ac:5f:3e:47:fe:97	(Unknown)
10.38.50.2	bc:54:36:eb:f8:5c	(Unknown)
10.38.50.188	a4:f1:e8:d6:8a:5c	(Unknown)
10.38.50.129	3c:15:c2:ed:09:a4	(Unknown)
10.38.49.139	64:bc:0c:45:e5:2d	(Unknown)
10.38.49.140	78:4b:87:6a:38:09	(Unknown)
10.38.50.178	00:56:cd:64:4a:de	(Unknown)
10.38.47.49	f0:db:e2:70:1a:24	(Unknown)
10.38.49.29	58:a2:b5:f4:c4:d6	LG Electronics
10.38.49.174	f8:a9:d0:84:b3:9f	(Unknown)
10.38.50.101	ac:5f:3e:47:fe:97	(Unknown) (DUP: 2)
10.38.49.140	78:4b:87:6a:38:09	(Unknown) (DUP: 2)
10.38.49.174	f8:a9:d0:84:b3:9f	(Unknown) (DUP: 2)
10.38.50.160	cc:3a:61:e3:63:8c	SAMSUNG ELECTRO MECHANICS CO., LTD.
10.38.50.52	e8:94:f6:2f:b8:9e	TP-LINK TECHNOLOGIES CO.,LTD.
10.38.50.119	28:5a:eb:48:49:9d	(Unknown)
10.38.50.104	10:a5:d0:5b:ea:8e	(Unknown)
10.38.50.233	28:e3:47:f1:04:c4	(Unknown)
10.38.48.166	24:e3:14:90:03:ed	(Unknown)
10.38.49.29	58:a2:b5:f4:c4:d6	LG Electronics (DUP: 2)
10.38.50.162	88:79:7e:04:2e:3a	(Unknown)
10.38.49.57	60:a3:7d:82:aa:4d	(Unknown)
10.38.50.182	a8:86:dd:9e:88:d6	(Unknown)
10.38.50.23	1c:99:4c:7d:83:6a	Murata Manufactuaring Co.,Ltd.
10.38.50.23	1c:99:4c:7d:83:6a	Murata Manufactuaring Co.,Ltd. (DUP: 2)
10.38.50.185	e6:bc:b6:8a:a3:44	(Unknown)
10.38.51.12	4c:66:41:d5:bb:74	(Unknown)
10.38.51.37	1c:99:4c:bc:35:4d	Murata Manufactuaring Co.,Ltd.
10.38.51.37	1c:99:4c:bc:35:4d	Murata Manufactuaring Co.,Ltd. (DUP: 2)
10.38.51.35	00:71:cc:7e:81:89	(Unknown)
10.38.51.41	9c:ad:97:82:30:c5	(Unknown)
10.38.50.196	1c:5c:f2:0b:0e:7a	(Unknown)
10.38.50.175	24:e3:14:a2:c3:96	(Unknown)
10.38.45.216	88:c9:d0:ee:a5:1d	(Unknown)
10.38.45.216	88:c9:d0:ee:a5:1d	(Unknown) (DUP: 2)
10.38.50.42	cc:08:8d:ac:98:ce	(Unknown)
10.38.49.222	a0:99:9b:06:08:bd	(Unknown)
10.38.51.12	4c:66:41:d5:bb:74	(Unknown) (DUP: 2)
10.38.51.22	60:57:18:70:d5:05	Intel Corporate
10.38.51.7	dc:53:60:98:8d:7f	(Unknown)
10.38.51.44	dc:53:60:02:d6:0e	(Unknown)
10.38.50.235	7c:d1:c3:90:33:de	Apple Inc
10.38.50.236	fc:e9:98:91:a1:9e	(Unknown)
10.38.50.202	b8:81:98:38:5e:64	(Unknown)
10.38.49.131	64:09:80:c8:4a:42	(Unknown) (DUP: 2)
10.38.51.28	34:12:98:ef:8b:11	(Unknown)
10.38.50.219	50:7a:55:0b:f9:22	(Unknown)
10.38.50.165	90:b6:86:f4:bc:cd	(Unknown)
10.38.50.165	90:b6:86:f4:bc:cd	(Unknown) (DUP: 2)
10.38.50.229	c8:ff:28:b5:2a:3b	(Unknown)
10.38.51.57	fc:db:b3:d1:b5:09	(Unknown)
10.38.51.57	fc:db:b3:d1:b5:09	(Unknown) (DUP: 2)
10.38.50.246	78:4b:87:ba:2f:b8	(Unknown)
10.38.50.209	90:60:f1:e3:d4:2f	(Unknown)
10.38.51.55	5c:c5:d4:92:a9:41	(Unknown)
10.38.51.71	e4:f8:9c:07:8f:4b	(Unknown)
10.38.51.2	e0:ac:cb:df:17:dc	(Unknown)
10.38.50.246	78:4b:87:ba:2f:b8	(Unknown) (DUP: 2)
10.38.50.101	ac:5f:3e:47:fe:97	(Unknown) (DUP: 3)
10.38.51.72	f8:16:54:44:0e:b7	Intel Corporate
10.38.46.62	70:3e:ac:66:1a:77	(Unknown)
10.38.51.4	c0:ee:fb:30:8f:63	(Unknown)
10.38.50.82	bc:54:36:38:a2:8b	(Unknown)
10.38.50.240	f4:31:c3:89:f9:b1	(Unknown)
10.38.51.20	5c:51:88:67:76:80	(Unknown)
10.38.49.177	c8:1e:e7:7b:95:46	(Unknown)
10.38.50.216	e8:50:8b:be:67:ed	(Unknown)
10.38.51.76	e4:a4:71:6d:d0:2b	(Unknown)
10.38.51.48	78:f8:82:f2:72:94	(Unknown)
10.38.51.118	60:f1:89:0d:ac:10	(Unknown)
10.38.45.223	24:a2:e1:b4:d9:0f	(Unknown)
10.38.49.214	fc:c2:de:ec:1e:75	(Unknown)
10.38.50.254	78:f8:82:ad:20:52	(Unknown)
10.38.50.242	5c:70:a3:90:95:e5	(Unknown)
10.38.50.20	a4:5e:60:ec:61:b7	(Unknown)
10.38.50.223	44:1c:a8:a7:1f:d1	(Unknown)
10.38.51.162	ac:d1:b8:e0:97:cb	(Unknown)
10.38.50.55	b4:8b:19:06:b3:ad	(Unknown)
10.38.51.31	90:e7:c4:dd:28:0b	(Unknown)
10.38.49.214	fc:c2:de:ec:1e:75	(Unknown) (DUP: 2)
10.38.51.31	90:e7:c4:dd:28:0b	(Unknown) (DUP: 2)
10.38.50.145	b8:53:ac:33:c0:fd	(Unknown)
10.38.51.126	0c:d7:46:6e:da:30	(Unknown)
10.38.46.86	a8:5b:78:38:de:28	(Unknown)
10.38.50.90	78:fd:94:28:72:24	(Unknown)
10.38.51.136	c0:ee:fb:3a:d9:d3	(Unknown)
10.38.50.63	00:9a:cd:c9:48:e7	(Unknown)
10.38.50.63	00:9a:cd:c9:48:e7	(Unknown) (DUP: 2)
10.38.51.43	28:18:78:47:59:03	Microsoft Corporation
10.38.49.227	00:ae:fa:58:58:6d	(Unknown)
10.38.49.227	00:ae:fa:58:58:6d	(Unknown) (DUP: 2)
10.38.51.61	2c:0e:3d:2f:7c:0d	(Unknown)
10.38.51.77	24:f0:94:3c:5f:bd	(Unknown)
10.38.51.38	fc:c2:de:87:ab:cb	(Unknown)
10.38.50.92	50:9e:a7:67:25:a0	(Unknown)
10.38.50.174	a4:5e:60:14:f5:14	(Unknown)
10.38.50.237	5c:f8:a1:3f:9e:2f	Murata Manufactuaring Co.,Ltd.
10.38.51.175	a0:3b:e3:83:29:8b	(Unknown)
10.38.50.50	a4:08:ea:09:38:30	(Unknown)
10.38.50.50	a4:08:ea:09:38:30	(Unknown) (DUP: 2)
10.38.50.127	f0:db:e2:5a:cc:48	(Unknown)
10.38.51.38	fc:c2:de:87:ab:cb	(Unknown) (DUP: 2)
10.38.50.92	50:9e:a7:67:25:a0	(Unknown) (DUP: 2)
10.38.51.32	1c:cb:99:b7:95:0b	(Unknown)
10.38.51.30	f0:24:75:92:e0:5b	(Unknown)
10.38.50.136	a8:66:7f:40:e3:6f	(Unknown)
10.38.51.61	2c:0e:3d:2f:7c:0d	(Unknown) (DUP: 2)
10.38.50.208	28:a0:2b:b6:31:45	(Unknown)
10.38.51.78	d0:87:e2:cf:d6:b1	(Unknown)
10.38.51.17	90:b6:86:ec:fc:33	(Unknown)
10.38.50.176	44:00:10:c0:44:5d	(Unknown)
10.38.49.115	60:f4:45:80:16:fc	(Unknown)
10.38.51.118	60:f1:89:0d:ac:10	(Unknown) (DUP: 2)
10.38.51.241	44:00:10:5f:f7:21	(Unknown)
10.38.50.224	6c:72:e7:cf:21:ec	(Unknown)
10.38.52.31	d8:c4:6a:46:eb:f3	(Unknown)
10.38.51.180	04:4b:ed:18:41:6b	(Unknown)
10.38.46.42	d0:25:98:6c:cf:d9	(Unknown)
10.38.51.27	54:72:4f:c9:30:c8	(Unknown)
10.38.52.68	9c:f4:8e:56:a4:53	(Unknown)
10.38.50.183	b8:53:ac:50:84:4a	(Unknown)
10.38.52.64	e4:90:7e:e4:0b:8c	(Unknown)
10.38.52.64	e4:90:7e:e4:0b:8c	(Unknown) (DUP: 2)
10.38.52.58	5c:51:88:82:a4:80	(Unknown)
10.38.51.8	80:ed:2c:14:0f:5f	(Unknown)
10.38.50.215	80:e6:50:00:45:a2	(Unknown)
10.38.52.75	7c:d1:c3:90:6b:8a	Apple Inc
10.38.51.148	78:d7:5f:b9:a6:d5	(Unknown)
10.38.48.247	38:ca:da:9d:5a:f4	(Unknown)
10.38.50.248	58:91:cf:22:7f:d6	Intel Corporate
10.38.50.239	18:f6:43:05:ac:4d	(Unknown)
10.38.52.161	c0:33:5e:16:1f:f7	(Unknown)
10.38.50.53	e0:b5:2d:cc:d3:de	(Unknown)
10.38.51.194	48:43:7c:5b:e7:38	(Unknown)
10.38.52.41	24:da:9b:05:5c:ad	(Unknown)
10.38.45.176	48:43:7c:7f:60:13	(Unknown)
10.38.51.208	2c:0e:3d:1d:2c:e5	(Unknown)
10.38.52.123	c8:bc:c8:d8:f9:70	Apple, Inc.
10.38.52.78	70:ec:e4:c8:55:da	(Unknown)
10.38.47.98	4c:7c:5f:94:29:ad	(Unknown)
10.38.51.168	64:9a:be:ab:b0:04	(Unknown)
10.38.52.14	18:21:95:59:cb:1b	(Unknown)
10.38.51.233	fc:db:b3:d0:79:c2	(Unknown)
10.38.51.208	2c:0e:3d:1d:2c:e5	(Unknown) (DUP: 2)
10.38.49.104	90:b6:86:af:a7:7d	(Unknown)
10.38.52.19	ac:bc:32:b3:52:b9	(Unknown)
10.38.52.33	04:c2:3e:77:18:18	(Unknown)
10.38.52.215	ec:55:f9:83:0b:db	Hon Hai Precision Ind. Co.,Ltd.
10.38.52.229	4c:66:41:1d:97:da	(Unknown)
10.38.52.229	4c:66:41:1d:97:da	(Unknown) (DUP: 2)
10.38.52.201	60:f1:89:7b:51:f4	(Unknown)
10.38.52.247	4c:66:41:2c:d8:ea	(Unknown)
10.38.53.38	40:b8:9a:72:9c:15	(Unknown)
10.38.52.222	60:21:c0:42:5a:a8	Murata Manufactuaring Co.,Ltd.
10.38.53.76	24:0a:64:b1:b9:f5	AzureWaveTechnologies,Inc
10.38.53.86	40:e2:30:ab:d4:14	(Unknown)
10.38.52.154	bc:54:36:08:68:22	(Unknown)
10.38.51.233	fc:db:b3:d0:79:c2	(Unknown) (DUP: 2)
10.38.52.212	ac:fd:ec:62:2b:51	(Unknown)
10.38.52.200	bc:6c:21:c7:ab:76	(Unknown)
10.38.53.172	00:db:df:0f:6e:6e	Intel Corporate
10.38.53.54	70:14:a6:51:97:f2	(Unknown)
10.38.53.109	28:a0:2b:c6:77:6d	(Unknown)
10.38.53.91	a8:66:7f:b6:21:af	(Unknown)
10.38.52.222	60:21:c0:42:5a:a8	Murata Manufactuaring Co.,Ltd. (DUP: 2)
10.38.49.104	90:b6:86:af:a7:7d	(Unknown) (DUP: 2)
10.38.53.34	fc:db:b3:5b:6f:8d	(Unknown)
10.38.52.205	b8:ee:65:2e:e7:35	(Unknown)
10.38.53.118	6c:94:f8:85:bf:21	(Unknown)
10.38.53.153	84:11:9e:b7:a3:42	(Unknown)
10.38.53.183	54:e4:bd:30:96:8e	(Unknown)
10.38.53.34	fc:db:b3:5b:6f:8d	(Unknown) (DUP: 2)
10.38.50.222	ac:fd:ec:37:30:5b	(Unknown)
10.38.51.67	9c:f4:8e:a2:0b:de	(Unknown)
10.38.53.155	20:ab:37:50:1f:f6	(Unknown)
10.38.53.194	cc:20:e8:e2:f2:d3	(Unknown)
10.38.53.232	cc:08:8d:4c:7a:2c	(Unknown)
10.38.52.141	fc:db:b3:0c:9d:7a	(Unknown)
10.38.53.202	3c:15:c2:ca:b2:aa	(Unknown)
10.38.53.132	90:e7:c4:d9:ce:2d	(Unknown)
10.38.53.106	9c:f4:8e:6d:53:11	(Unknown)
10.38.54.41	a4:02:b9:96:e2:c2	(Unknown)
10.38.53.216	e8:50:8b:c7:15:9e	(Unknown)
10.38.53.169	6c:72:e7:28:48:dc	(Unknown)
10.38.52.12	54:9f:13:24:6b:f0	(Unknown)
10.38.53.162	bc:3b:af:4a:f1:69	Apple
10.38.53.120	ec:1f:72:9a:3d:1b	(Unknown)
10.38.53.120	ec:1f:72:9a:3d:1b	(Unknown) (DUP: 2)
10.38.54.5	a8:66:7f:45:78:85	(Unknown)
10.38.52.245	fc:e9:98:2a:57:11	(Unknown)
10.38.53.132	90:e7:c4:d9:ce:2d	(Unknown) (DUP: 2)
10.38.53.36	2c:33:7a:4f:0b:b5	(Unknown)
10.38.54.50	f4:5c:89:c7:af:55	(Unknown)
10.38.49.47	b0:9f:ba:78:a2:80	Apple
10.38.54.31	4c:66:41:8b:0f:62	(Unknown)
10.38.52.141	fc:db:b3:0c:9d:7a	(Unknown) (DUP: 2)
10.38.53.99	70:e7:2c:41:cc:5d	(Unknown)
10.38.53.216	e8:50:8b:c7:15:9e	(Unknown) (DUP: 2)
10.38.54.152	4c:66:41:8e:7b:d9	(Unknown)
10.38.54.43	c0:1a:da:80:64:11	(Unknown)
10.38.54.159	ac:72:89:f7:f6:39	Intel Corporate
10.38.54.136	4c:66:41:2d:9e:d7	(Unknown)
10.38.53.14	18:65:90:1b:28:73	(Unknown)
10.38.53.50	20:68:9d:ce:d7:3a	Liteon Technology Corporation
10.38.54.80	38:48:4c:b2:a0:83	Apple
10.38.54.31	4c:66:41:8b:0f:62	(Unknown) (DUP: 2)
10.38.54.209	80:00:6e:6c:58:53	(Unknown)
10.38.54.136	4c:66:41:2d:9e:d7	(Unknown) (DUP: 2)
10.38.54.97	78:d7:5f:b9:72:41	(Unknown)
10.38.54.152	4c:66:41:8e:7b:d9	(Unknown) (DUP: 2)
10.38.54.37	bc:6c:21:97:fb:28	(Unknown)
10.38.53.95	9c:f4:8e:50:d5:8c	(Unknown)
10.38.54.229	ac:5f:3e:26:47:77	(Unknown)
10.38.54.155	00:26:bb:00:f1:b9	Apple, Inc
10.38.53.108	90:b6:86:77:91:27	(Unknown)
10.38.55.40	60:f1:89:4f:80:46	(Unknown)
10.38.55.73	fc:c2:de:f3:8b:17	(Unknown)
10.38.55.40	60:f1:89:4f:80:46	(Unknown) (DUP: 2)
10.38.55.73	fc:c2:de:f3:8b:17	(Unknown) (DUP: 2)
10.38.55.84	40:f0:2f:48:a7:0b	(Unknown)
10.38.55.39	7c:f9:0e:72:b8:b8	(Unknown)
10.38.55.46	20:c9:d0:e5:98:bf	Apple Inc
10.38.55.68	b4:4b:d2:7a:02:72	(Unknown)
10.38.55.81	a4:08:ea:6a:f1:66	(Unknown)
10.38.55.81	a4:08:ea:6a:f1:66	(Unknown) (DUP: 2)
10.38.54.238	1c:5c:f2:9d:e7:47	(Unknown)
10.38.54.229	ac:5f:3e:26:47:77	(Unknown) (DUP: 2)
10.38.55.144	0c:51:01:1d:fc:de	(Unknown)
10.38.55.145	70:81:eb:e4:ca:d9	(Unknown)
10.38.46.90	a8:5b:78:3f:af:b0	(Unknown)
10.38.55.149	cc:20:e8:8d:34:1a	(Unknown)
10.38.53.108	90:b6:86:77:91:27	(Unknown) (DUP: 2)
10.38.55.161	78:0c:b8:01:27:d7	(Unknown)
10.38.55.248	18:4f:32:58:79:c3	(Unknown)
10.38.54.54	a4:b8:05:94:7f:d7	(Unknown)
10.38.55.186	88:79:7e:57:9e:2d	(Unknown)
10.38.48.169	1c:91:48:59:2e:45	(Unknown)
10.38.55.191	90:b6:86:3a:c9:02	(Unknown)
10.38.55.191	90:b6:86:3a:c9:02	(Unknown) (DUP: 2)
10.38.55.39	7c:f9:0e:72:b8:b8	(Unknown) (DUP: 2)
10.38.54.211	a4:08:ea:34:95:a1	(Unknown)
10.38.56.7	bc:4c:c4:be:de:3d	(Unknown)
10.38.55.8	fc:c2:de:4c:81:b2	(Unknown)
10.38.55.239	84:38:35:52:32:12	Apple
10.38.55.32	54:9f:13:1a:89:a1	(Unknown)
10.38.56.23	54:4e:90:89:8d:97	(Unknown)
10.38.56.107	68:db:ca:33:03:ca	(Unknown)
10.38.56.19	d0:25:98:f3:90:79	(Unknown)
10.38.50.221	78:d7:5f:17:c9:b3	(Unknown)
10.38.55.178	00:cd:fe:b1:0d:ae	(Unknown)
10.38.55.143	d8:5d:e2:d3:71:5b	(Unknown)
10.38.56.78	80:00:0b:9b:f0:7d	Intel Corporate
10.38.56.61	ac:5f:3e:7c:c4:b8	(Unknown)
10.38.48.225	c0:1a:da:55:25:63	(Unknown)
10.38.56.28	84:38:35:58:48:ba	Apple
10.38.56.61	ac:5f:3e:7c:c4:b8	(Unknown) (DUP: 2)
10.38.56.32	ac:bc:32:d1:8d:0b	(Unknown)
10.38.55.226	94:e9:6a:b1:fb:b4	(Unknown)
10.38.56.145	08:11:96:2e:f0:58	Intel Corporate
10.38.56.40	00:cd:fe:a8:d9:73	(Unknown)
10.38.55.138	d0:59:e4:91:78:c3	(Unknown)
10.38.56.110	24:f0:94:2e:d6:2d	(Unknown)
10.38.56.68	fc:db:b3:40:a2:34	(Unknown)
10.38.56.25	28:b2:bd:1a:36:9b	Intel Corporate
10.38.49.92	70:ec:e4:18:57:58	(Unknown)
10.38.54.87	84:a1:34:35:89:a6	(Unknown)
10.38.56.38	00:56:cd:6d:74:d1	(Unknown)
10.38.56.213	10:40:f3:7c:66:6a	Apple, Inc.
10.38.55.53	20:3c:ae:9f:5b:45	(Unknown)
10.38.56.175	a0:d3:7a:82:39:0d	(Unknown)
10.38.56.167	9c:f3:87:4a:30:29	(Unknown)
10.38.56.154	4c:66:41:1b:77:72	(Unknown)
10.38.56.154	4c:66:41:1b:77:72	(Unknown) (DUP: 2)
10.38.56.214	f0:db:e2:e4:03:19	(Unknown)
10.38.50.226	98:e0:d9:09:43:dc	(Unknown)
10.38.57.65	d0:7e:35:75:45:68	(Unknown)
10.38.56.216	30:63:6b:aa:74:6d	(Unknown)
10.38.57.21	00:ae:fa:f1:18:0f	(Unknown)
10.38.56.96	10:41:7f:74:c7:0e	(Unknown)
10.38.57.14	d0:25:98:0e:11:73	(Unknown)
10.38.56.245	04:f7:e4:25:1b:de	Apple
10.38.57.35	28:a0:2b:a3:3b:be	(Unknown)
10.38.57.50	b8:e8:56:de:b7:b8	Apple
10.38.56.248	48:3b:38:12:ed:c3	(Unknown)
10.38.57.150	80:56:f2:75:85:77	(Unknown)
10.38.57.142	34:02:86:b1:a6:5c	(Unknown)
10.38.57.174	28:f0:76:e3:5f:a5	(Unknown)
10.38.57.124	6c:72:e7:b4:20:7a	(Unknown)
10.38.57.101	88:1f:a1:0d:46:ce	Apple
10.38.57.135	f0:db:e2:e8:d4:b4	(Unknown)
10.38.57.128	f4:09:d8:e6:db:b9	(Unknown)
10.38.57.148	8c:3a:e3:63:22:e5	(Unknown)
10.38.50.169	24:a2:e1:ae:e4:22	(Unknown)
10.38.57.148	8c:3a:e3:63:22:e5	(Unknown) (DUP: 2)
10.38.57.95	f0:99:bf:5b:c1:9d	(Unknown)
10.38.57.22	ac:cf:85:01:6d:81	(Unknown)
10.38.57.22	ac:cf:85:01:6d:81	(Unknown) (DUP: 2)
10.38.57.166	5c:51:88:34:d9:41	(Unknown)
10.38.58.21	e0:c7:67:b9:e4:12	(Unknown)
10.38.57.254	20:c9:d0:b3:e6:19	Apple Inc
10.38.58.71	38:ca:da:e5:d5:ef	(Unknown)
10.38.57.203	ac:0d:1b:f2:11:d2	(Unknown)
10.38.57.203	ac:0d:1b:f2:11:d2	(Unknown) (DUP: 2)
10.38.57.211	f4:0f:24:8f:d5:00	(Unknown)
10.38.57.209	30:10:e4:22:f1:f4	(Unknown)
10.38.57.91	a4:08:ea:6a:9d:a8	(Unknown)
10.38.57.255	98:e0:d9:88:09:51	(Unknown)
10.38.57.155	f4:0f:24:91:58:45	(Unknown)
10.38.58.69	44:78:3e:83:20:aa	(Unknown)
10.38.58.132	00:90:a2:f6:38:b7	CYBERTAN TECHNOLOGY, INC.
10.38.58.142	e0:98:61:db:09:e0	(Unknown)
10.38.58.173	80:19:34:d4:e8:10	(Unknown)
10.38.58.61	a8:5b:78:8e:06:6c	(Unknown)
10.38.58.17	ac:7b:a1:13:10:3c	Intel Corporate
10.38.58.33	78:4b:87:7b:c9:35	(Unknown)
10.38.58.161	2c:44:01:c3:21:08	Samsung Electronics Co.,Ltd
10.38.58.161	2c:44:01:c3:21:08	Samsung Electronics Co.,Ltd (DUP: 2)
10.38.58.181	f4:0f:24:08:64:88	(Unknown)
10.38.58.33	78:4b:87:7b:c9:35	(Unknown) (DUP: 2)
10.38.57.91	a4:08:ea:6a:9d:a8	(Unknown) (DUP: 2)
10.38.58.129	64:bc:0c:4f:0d:67	(Unknown)
10.38.58.227	c0:33:5e:1d:c4:77	(Unknown)
10.38.58.231	40:e2:30:42:ca:27	(Unknown)
10.38.58.192	f4:37:b7:83:65:2f	(Unknown)
10.38.56.200	5c:ad:cf:1a:b6:79	(Unknown)
10.38.57.2	ac:5f:3e:a9:ce:c3	(Unknown)
10.38.57.2	ac:5f:3e:a9:ce:c3	(Unknown) (DUP: 2)
10.38.57.43	e4:98:d6:54:44:e7	(Unknown)
10.38.58.20	e8:99:c4:7f:e6:c9	HTC Corporation
10.38.57.196	88:79:7e:5a:68:e4	(Unknown)
10.38.57.157	94:e9:6a:ba:be:67	(Unknown)
10.38.58.185	fc:db:b3:21:ab:8b	(Unknown)
10.38.58.185	fc:db:b3:21:ab:8b	(Unknown) (DUP: 2)
10.38.58.20	e8:99:c4:7f:e6:c9	HTC Corporation (DUP: 2)
10.38.58.213	bc:ec:5d:f0:e4:78	(Unknown)
10.38.59.22	fc:db:b3:fd:76:e4	(Unknown)
10.38.59.22	fc:db:b3:fd:76:e4	(Unknown) (DUP: 2)
10.38.58.171	90:e7:c4:dc:50:d6	(Unknown)
10.38.57.249	38:71:de:06:3c:62	(Unknown)
10.38.57.28	38:ca:da:b5:f7:89	(Unknown)
10.38.57.222	70:3e:ac:5e:06:6d	(Unknown)
10.38.58.239	84:38:35:b9:15:28	Apple
10.38.59.46	a0:99:9b:a7:3f:95	(Unknown)
10.38.59.68	ac:b5:7d:7a:7c:a9	(Unknown)
10.38.59.45	38:94:96:d0:17:46	(Unknown)
10.38.59.57	a0:88:69:69:ee:25	Intel Corporate
10.38.58.228	60:f4:45:06:ff:95	(Unknown)
10.38.58.172	10:30:47:cd:94:1b	(Unknown)
10.38.58.172	10:30:47:cd:94:1b	(Unknown) (DUP: 2)
10.38.58.171	90:e7:c4:dc:50:d6	(Unknown) (DUP: 2)
10.38.58.72	78:e4:00:65:4d:ce	Hon Hai Precision Ind. Co.,Ltd.
10.38.57.53	f0:24:75:b7:5a:ef	(Unknown)
10.38.59.31	e0:98:61:ad:66:c9	(Unknown)
10.38.59.100	48:59:29:ca:6b:c2	(Unknown)
10.38.59.35	38:71:de:15:f5:52	(Unknown)
10.38.59.28	54:26:96:dc:a0:47	Apple
10.38.58.252	04:d3:cf:ef:46:5e	(Unknown)
10.38.58.232	40:33:1a:1f:ae:6f	(Unknown)
10.38.59.175	f0:db:e2:59:de:cd	(Unknown)
10.38.59.104	b0:10:41:34:01:6b	(Unknown)
10.38.58.234	00:ae:fa:5d:79:e5	(Unknown)
10.38.59.80	78:31:c1:5b:d2:8c	(Unknown)
10.38.59.84	e8:91:20:a7:0e:fd	(Unknown)
10.38.59.47	ac:5f:3e:a4:74:66	(Unknown)
10.38.53.4	50:7a:55:3d:e0:c7	(Unknown)
10.38.59.84	e8:91:20:a7:0e:fd	(Unknown) (DUP: 2)
10.38.60.21	ac:5f:3e:24:47:31	(Unknown)
10.38.60.15	e0:ca:94:77:cb:6d	Askey Computer
10.38.60.21	ac:5f:3e:24:47:31	(Unknown) (DUP: 2)
10.38.59.123	fc:c2:de:88:e2:32	(Unknown)
10.38.58.212	84:11:9e:5b:40:f3	(Unknown)
10.38.60.52	d4:f4:6f:c5:67:a4	(Unknown)
10.38.60.58	48:43:7c:3f:09:9e	(Unknown)
10.38.59.210	ac:2b:6e:dc:42:ea	(Unknown)
10.38.60.39	00:61:71:60:fd:20	(Unknown)
10.38.59.156	60:f1:89:75:de:7e	(Unknown)
10.38.59.166	5c:ad:cf:17:1f:df	(Unknown)
10.38.60.14	00:27:10:c2:e2:e8	Intel Corporate
10.38.59.33	28:a0:2b:e1:bd:c2	(Unknown)
10.38.59.149	20:a2:e4:b2:fc:ff	(Unknown)
10.38.60.10	f4:09:d8:83:53:da	(Unknown)
10.38.60.78	4c:66:41:02:e7:93	(Unknown)
10.38.59.20	90:8d:6c:bd:e4:48	(Unknown)
10.38.60.10	f4:09:d8:83:53:da	(Unknown) (DUP: 2)
10.38.60.2	60:f1:89:1c:4b:11	(Unknown)
10.38.60.78	4c:66:41:02:e7:93	(Unknown) (DUP: 2)
10.38.60.121	d8:bb:2c:8e:81:c7	(Unknown)
10.38.60.175	1c:5c:f2:7b:fa:d0	(Unknown)
10.38.59.236	2c:0e:3d:6d:dd:ba	(Unknown)
10.38.60.223	12:08:3a:a9:07:79	(Unknown)
10.38.60.235	98:01:a7:99:01:55	(Unknown)
10.38.59.38	20:10:7a:4d:7e:72	Gemtek Technology Co., Ltd.
10.38.60.188	cc:fa:00:dc:13:14	(Unknown)
10.38.60.188	cc:fa:00:dc:13:14	(Unknown) (DUP: 2)
10.38.59.192	f0:db:e2:6f:ce:75	(Unknown)
10.38.59.156	60:f1:89:75:de:7e	(Unknown) (DUP: 2)
10.38.60.201	1c:5c:f2:e7:7d:75	(Unknown)
10.38.59.199	bc:6c:21:02:ec:84	(Unknown)
10.38.59.236	2c:0e:3d:6d:dd:ba	(Unknown) (DUP: 2)
10.38.61.7	a0:d3:7a:50:51:45	(Unknown)
10.38.59.228	2c:6e:85:cb:9f:d0	(Unknown)
10.38.61.95	b8:ee:65:c5:54:91	(Unknown)
10.38.61.93	a4:34:d9:49:00:b1	(Unknown)
10.38.60.233	28:a0:2b:76:d4:fc	(Unknown)
10.38.61.85	94:d8:59:4d:91:4c	(Unknown)
10.38.60.218	84:38:38:e1:74:6c	(Unknown)
10.38.61.96	04:d3:cf:e8:98:e1	(Unknown)
10.38.61.105	ac:5f:3e:5d:4e:a7	(Unknown)
10.38.61.105	ac:5f:3e:5d:4e:a7	(Unknown) (DUP: 2)
10.38.61.109	00:26:c7:2f:bb:0e	Intel Corporate
10.38.60.218	84:38:38:e1:74:6c	(Unknown) (DUP: 2)
10.38.61.41	50:2e:5c:f4:e8:f1	(Unknown)
10.38.61.129	2c:be:08:c7:cf:71	(Unknown)
10.38.60.170	ac:37:43:51:24:1c	(Unknown)
10.38.61.179	48:51:b7:52:ea:f9	(Unknown)
10.38.61.161	70:14:a6:9f:3d:13	(Unknown)
10.38.61.26	a8:66:7f:c8:86:db	(Unknown)
10.38.61.193	88:07:4b:a7:b2:f7	(Unknown)
10.38.61.17	78:d7:5f:bb:09:eb	(Unknown)
10.38.61.223	f0:db:e2:e7:c7:25	(Unknown)
